Cell_Thickness	Nucleus_Position 
22.30279185	0.292973513
25.65471847	0.664674608
22.49435947	0.493461586
26.06681456	0.783650848
22.1781345	0.344216968
22.44205797	0.753233559
22.2038264	0.815757603
14.95373709	0.908415174
16.93972939	0.725505984
16.76645505	0.969912765
17.06881913	0.505948939
16.79753897	0.718673094
18.42741275	0.667306124
16.73550841	0.397077625
16.70012034	0.232444624
19.84575502	0.805480817
20.69949056	0.491021252
21.94095788	0.773330507
19.36141418	0.018792088
24.3767027	0.902030899
22.46741875	0.550196394
24.10393371	0.717788425
21.58977481	0.122676701
21.08484932	0.008169342
24.12689343	0.481755724
24.66569436	0.612162702
22.23248471	0.048370772
25.94532926	0.881700398
24.24579388	0.008737972
25.98351757	0.667674829
26.59671654	0.838328339
25.25491892	0.162017863
26.67337534	0.587070012
26.22853284	0.492461828
27.21322044	0.637996069
26.54309532	0.265856751
27.21737506	0.500475646
27.50184549	0.680715606
27.85618939	0.769369755
27.18091329	0.134515964
27.73056848	0.57868479
28.0968194	0.833728637
27.75624248	0.448136676
28.11586382	0.674608067
27.54636478	0.10258728
28.12794918	0.800944997
28.17521391	0.497481877
27.9631558	0.068017639
27.96811852	0.354895081
28.13493914	0.209242667
27.511405	0.598443839
27.73994571	0.929125463
27.76788197	0.476526036
27.60336187	0.069855237
27.90917068	0.299899864
28.11770171	0.570345572
28.08161988	0.060350678
28.2789166	0.686077394
28.24116402	0.006091652
28.34284901	0.287236342
28.57699335	0.898115906
28.55451313	0.438680524
28.71625708	0.120544047
28.74888556	0.008101776
28.9095171	0.199591847
29.03419288	0.908428202
29.02516406	0.484659293
29.10724865	0.357693991
29.58312721	0.039804156
29.36588853	0.728661801
29.50374606	0.116706253
29.55458986	0.600421686
29.72510039	0.35659736
29.98442935	0.100627368
29.84925358	0.732246571
29.88914571	0.991321659
30.29949964	0.562288585
30.70408735	0.372374546
30.6750194	0.834130986
30.70482389	0.608458483
29.58415675	0.028642793
29.84911359	0.430446897
27.71834348	0.090475355
30.3360786	0.851875961
29.55565665	0.688107256
27.93820417	0.435998086
27.54585985	0.114116171
29.33019719	0.806482433
27.42313806	0.242135919
28.01107199	0.627763191
25.20414348	0.040095968
28.16065999	0.912274917
27.28089007	0.317411155
27.75225701	0.653615841
27.38867512	0.567762497
26.30221534	0.210262671
27.76305011	0.894409535
26.96202843	0.328666396
25.06544734	0.183997171
23.77485201	0.110373755
26.30403311	0.453276905
27.44246893	0.885592405
24.52383669	0.331089165
27.09638909	0.683881519
24.03767379	0.299349592
22.82724167	0.014817608
24.25483625	0.515335382
27.13137958	0.936283339
23.07008551	0.331994376
22.24108235	0.260729001
25.06389269	0.72976875
27.07210209	0.976413119
24.35070705	0.757781276
22.82143882	0.550983468
25.38219222	0.871637373
23.83731818	0.752421457
21.83464904	0.517293046
24.18141798	0.894531981
19.99993063	0.354909033
22.16574199	0.841023871
20.25970494	0.48943943
20.5261041	0.859138798
20.13726479	0.541341337
19.97398216	0.924718044
31.36942792	0.894796091
32.74962031	0.909957651
31.57327875	0.598915089
33.58296062	0.861238038
31.61451251	0.466943341
32.91241552	0.553729823
33.98482749	0.807815661
34.3348093	0.664870877
34.60307975	0.723850928
35.38888799	0.889580079
35.21576993	0.616927068
35.81841265	0.792187327
36.66061445	0.695622354
36.64667107	0.814404686
36.61321162	0.509421525
37.14369502	0.570748914
37.50213496	0.789933174
37.99476429	0.99627564
37.83908457	0.861899493
38.00153693	0.565340657
37.94763241	0.602044775
37.79085744	0.768826555
37.79575134	0.575679395
37.96086136	0.790949307
38.01760791	0.700993683
38.04016096	0.53938755
38.04213433	0.430454201
37.964471	0.692071895
37.75500524	0.858588027
37.90873747	0.38676072
37.9672164	0.616995929
38.04397098	0.851242183
38.12491507	0.409262015
38.15636633	0.71547442
38.18387906	0.880223429
38.22124645	0.550303588
38.28145317	0.803884131
38.37168582	0.450526182
38.4320262	0.63976552
38.45471423	0.839448802
38.49434564	0.371436024
39.18062272	0.74049674
39.31226152	0.875351688
39.44393694	0.596381605
39.49185867	0.83394143
39.54581838	0.620921534
39.53978033	0.885996481
39.57812492	0.448990183
39.61804616	0.826306395
39.74481909	0.533952115
39.78354078	0.818640644
39.71272256	0.698023491
39.49636248	0.917693755
39.10300434	0.53582043
38.57165207	0.339625598
38.8629614	0.756795426
38.22115816	0.517724941
38.13892119	0.657705625
38.13995825	0.758943908
37.90552466	0.617901954
38.00770579	0.38306107
37.97069542	0.925253553
37.90744326	0.83431451
38.02604555	0.54912331
38.00798226	0.61254882
37.95386317	0.736430277
37.71725548	0.461489743
37.98112468	0.954274564
37.03132417	0.42637236
37.15299333	0.668526146
37.40298834	0.796674162
34.30983149	0.758644503
35.41376902	0.836647699
34.27448247	0.432854394
36.77964629	0.777745427
36.79942524	0.52681549
37.56683975	0.607625542
37.38591457	0.408795637
37.89310293	0.752257329
37.95445797	0.653329203
37.73875358	0.880704128
37.00063212	0.799758732
36.85789483	0.847597672
37.06026179	0.467708701
38.43128001	0.636063646
38.53187112	0.490280971
38.6298391	0.816218633
38.67495035	0.653826893
39.37889637	0.63514975
39.3845586	0.905935581
40.04487863	0.440411734
39.90708222	0.714154796
39.94947253	0.783124398
40.53537362	0.592251576
40.84289334	0.733615861
41.29957096	0.41302694
41.26482268	0.620654655
41.3082619	0.868916958
41.31611281	0.642794449
41.30332509	0.811771713
41.23006033	0.454041838
41.13161975	0.642547487
41.06363308	0.448126602
41.03953667	0.793900345
40.95201733	0.642932227
40.64252694	0.320406728
40.59674936	0.463415164
40.59590918	0.878281404
40.61297209	0.469440833
40.62625385	0.557185868
40.62197193	0.674612415
40.64381633	0.442555902
40.65290446	0.803126398
40.80972552	0.36992105
40.81522493	0.443507562
40.80941668	0.689611232
40.80858446	0.785813626
40.81518942	0.568456282
40.71099446	0.430890285
40.66513041	0.783710334
40.73289902	0.67207678
40.44595629	0.96533373
40.07605759	0.320062102
39.94287772	0.729132739
39.55193314	0.648779084
39.62774521	0.411987299
39.13976334	0.897278277
38.79504325	0.64098367
38.79268399	0.45461993
38.82297395	0.7243846
38.81673748	0.322699808
38.83761254	0.445493759
38.85486538	0.882974045
38.79921951	0.64714577
38.83416969	0.803824057
38.59156841	0.495849265
38.54716933	0.411117517
38.82237009	0.913306829
38.71276905	0.904418048
38.31718335	0.579629257
38.41310069	0.766354589
37.64685428	0.536020482
37.61430139	0.686500693
37.2927761	0.428035474
37.88472327	0.948140629
37.33735963	0.618366448
37.24951863	0.523790662
37.25148474	0.818013751
37.24482643	0.662779848
37.00382672	0.434654273
36.99445585	0.325068202
37.11839612	0.586194193
37.2211507	0.942328491
37.25108608	0.834433443
37.05158646	0.701374185
36.12410727	0.577746311
34.22606944	0.432525921
33.63422266	0.60743808
35.85601985	0.876569401
25.84334848	0.770473491
25.8791392	0.610768099
26.30700617	0.400012097
26.60348894	0.522321684
27.23211142	0.693502811
27.21441706	0.553989276
29.63605269	0.567422813
30.74988116	0.699370211
28.93731414	0.422876608
30.83427447	0.49082641
32.07452072	0.697751779
32.66244318	0.753258373
32.08072149	0.379649622
32.83365591	0.636718157
32.40462799	0.557093092
33.38030129	0.541849233
34.77668868	0.891795959
34.60608377	0.685467607
35.24447464	0.832067058
34.60867749	0.502028835
35.53403074	0.794681861
35.38057116	0.621161784
35.48857832	0.480300342
36.13373675	0.798912305
35.53506997	0.315819247
36.32586826	0.708036394
36.21421386	0.442067702
36.67621462	0.71391548
36.87721515	0.848360793
36.75114076	0.487178969
37.08994768	0.75959023
36.89079025	0.372544015
36.98592005	0.297825103
37.55961483	0.647876323
37.67116625	0.443957489
37.63425601	0.706358567
37.6273772	0.360941958
37.51023971	0.851052928
37.4301063	0.281886135
37.16513992	0.832903401
37.02031782	0.435301098
36.6316717	0.582802177
36.37034667	0.87457483
36.27932961	0.776905018
36.18955441	0.253773436
35.95436215	0.856954707
35.83319789	0.536450039
35.75301559	0.359399014
35.73932008	0.668377096
35.49002632	0.258470151
34.60829433	0.743866496
34.62803059	0.54872414
34.66267431	0.36696029
34.48818846	0.624815445
34.3534177	0.452318
34.39494578	0.61559297
34.5099483	0.270445893
34.52825206	0.717671528
34.8164393	0.368423145
34.61886698	0.507731622
34.89848749	0.684476676
34.81493713	0.91559853
35.82501689	0.451296773
35.87038299	0.302818969
35.45888273	0.849815328
35.5633223	0.719554284
35.83751707	0.71533688
35.84743055	0.523024678
35.84728533	0.822547027
35.82878453	0.886731383
36.15895549	0.774527273
36.11798976	0.456924829
35.45572718	0.73157382
35.59745238	0.896348024
35.30133788	0.425128741
35.05683249	0.616866264
34.49459361	0.745134154
33.32313133	0.552010484
32.8768919	0.392908759
32.89667029	0.713319806
32.25487043	0.538288939
33.40165042	0.939570156
32.6448005	0.870588684
32.20124444	0.601395583
32.13895669	0.43420921
32.12849916	0.733198927
32.17007827	0.912363215
31.50248758	0.559610869
30.36017645	0.323251005
31.59700244	0.770844649
29.95987604	0.471606245
28.85294301	0.441761663
30.54625714	0.624284863
27.0520965	0.378138796
31.24556769	0.854954427
31.49254602	0.915366596
30.71400555	0.772963356
28.91367713	0.583130951
27.05010203	0.504077605
29.82110657	0.706723589
24.66337808	0.412926988
26.46543492	0.612429209
28.24755162	0.692158069
24.71525854	0.624161629
24.96157859	0.610996848
25.69357155	0.760810875
27.74400638	0.909221372
27.0467824	0.859279517
24.77226839	0.751175545
25.09581523	0.879984421
23.40360182	0.851538822
21.88683531	0.773120979
23.10635144	0.490721021
24.12229838	0.435393693
28.90711691	0.556269297
23.12498299	0.307052901
30.48708428	0.584078896
28.97724556	0.304382377
29.80900235	0.412584096
28.31286754	0.160895288
30.36028515	0.490666626
30.882926	0.413524423
32.93526962	0.801011557
31.85937813	0.34365218
32.3562001	0.386582885
32.36099397	0.435958379
33.69729844	0.729092784
32.93328346	0.418714061
33.81215104	0.893954518
33.24368596	0.333498077
33.81515641	0.72640943
33.973207	0.707457289
34.25622068	0.806729647
33.83081246	0.408942204
34.62346927	0.676363327
34.31270506	0.522831134
34.96816248	0.457290079
35.72566299	0.699480299
35.6847531	0.452328278
36.26608885	0.658601148
36.67521043	0.88658701
36.273923	0.458189944
36.79816123	0.703914616
36.71923634	0.856597635
36.78885068	0.603039979
36.88182232	0.26540467
36.89447529	0.593957409
36.8185725	0.709857346
36.65915538	0.430096327
36.75035153	0.605254508
36.43684738	0.651491615
35.5565732	0.433846778
34.80056259	0.830600292
33.96794791	0.876315494
28.42011484	0.261960664
30.10478466	0.628800167
27.68235263	0.554645259
26.4650808	0.28454068
26.13274265	0.414948709
26.67365168	0.643460385
25.15101985	0.523419081
25.15189811	0.833538319
24.84260734	0.90517076
25.0247206	0.780039356
35.5764403	0.876091225
33.72317299	0.612473492
37.69158417	0.936690351
33.96560831	0.465431803
31.62266463	0.340100247
35.5772268	0.447564372
38.29025622	0.699742934
35.91349719	0.330283833
37.39815502	0.421895557
39.12575068	0.752252624
38.72088769	0.523168878
39.88286732	0.739327556
38.98082726	0.429527087
39.45056569	0.480201491
40.80329694	0.368405101
44.05233826	0.825360763
43.07182539	0.645685458
44.60044865	0.697192157
45.53648921	0.840797362
44.1456741	0.447651184
45.61164299	0.317095907
46.43873813	0.690506929
45.07516821	0.22140435
46.9850092	0.430641412
48.0474159	0.553792986
47.95970866	0.478531139
48.03498007	0.748099228
48.17385078	0.674223119
48.3010735	0.440713162
48.09075889	0.800888703
48.30047308	0.122127155
48.07358433	0.515674886
47.78620195	0.693501636
47.69110037	0.814999058
47.67382985	0.505557135
47.66686739	0.5555302
47.6698546	0.740546528
47.82660935	0.762816452
48.2084706	0.522740178
48.53525182	0.329942836
48.01962637	0.838800319
48.50399171	0.682505609
48.4427512	0.791751532
49.0003383	0.642122723
49.08213289	0.605714185
49.02673926	0.772227381
48.81937217	0.311796305
48.59104491	0.447708704
47.33651371	0.489760386
47.41162657	0.781785813
47.03326885	0.589220211
46.36170344	0.610170354
46.16290087	0.535032372
46.00622954	0.698469971
44.98756106	0.332628639
45.3384862	0.592659134
45.18182267	0.647772268
44.44694474	0.460730078
44.50843444	0.648350084
43.56944097	0.344662557
43.46564092	0.538580909
42.13885056	0.397324442
43.74644008	0.739981298
43.29220891	0.789239041
41.72447648	0.678736747
40.30929647	0.469966149
39.57640535	0.334689297
40.78220668	0.677624233
39.57115445	0.485356255
38.80147279	0.495914939
37.84547837	0.382819213
39.36193119	0.792769974
38.41932503	0.694477136
37.11306463	0.576086667
37.70668424	0.826072317
36.45926885	0.852865684
36.53106407	0.974769516
25.232135	0.728217074
26.5228759	0.793338891
26.50993638	0.644661148
29.00210051	0.81190549
27.8699461	0.654608563
26.60820407	0.473340808
29.72573596	0.6811302
30.92151898	0.788387397
28.16199317	0.396476408
27.45805872	0.25081746
29.73184857	0.346089382
31.02960608	0.378423799
32.92327227	0.802723168
32.02166997	0.509312317
33.25944235	0.640046427
31.97230252	0.246951922
33.41001761	0.455392818
34.48499201	0.690956689
33.08073509	0.234652111
37.55711158	0.845237762
37.05886965	0.742713838
35.94774928	0.606895512
38.16571758	0.774571193
38.81231617	0.872803815
36.19369054	0.306962814
37.33024371	0.429383247
38.60899286	0.514919644
39.37058418	0.720952411
39.98066931	0.776947375
38.77168133	0.241459849
40.38362928	0.850780932
40.37520178	0.742408887
40.65017452	0.889782814
40.66344003	0.564141942
40.72882882	0.670012289
40.73284422	0.333444637
40.75088698	0.436489217
40.61372069	0.886623639
40.60349177	0.720424248
40.72191441	0.39352773
40.50461038	0.51858354
40.17453907	0.837310542
40.11683435	0.682016537
40.12621041	0.430774507
40.11082702	0.522560674
40.1143364	0.688220892
40.12829224	0.7857597
40.12458384	0.588323227
40.06836642	0.457034692
40.10777555	0.91530319
40.04889487	0.372180954
39.98935292	0.289106558
39.93513987	0.576187668
40.63310055	0.249148772
40.19213668	0.686993778
40.95360625	0.457658571
40.99760172	0.207627571
41.02600446	0.412056607
41.03971246	0.829784867
41.07167075	0.579729984
41.0893709	0.004754478
41.11846242	0.724014172
41.11627171	0.392409579
41.12466585	0.690249851
40.73930656	0.528927656
40.69753007	0.477706309
40.77048003	0.839458295
40.67529264	0.596797656
40.67714275	0.277867888
40.40548842	0.204551988
40.67520654	0.903537578
40.66278354	0.668943631
40.37404254	0.171135012
40.36662882	0.420406859
40.37321499	0.329662187
40.65315769	0.881505672
40.51950985	0.886159028
40.37516386	0.481682869
40.46288126	0.847402415
40.33011422	0.243291214
40.32314146	0.33380332
40.3670128	0.558045982
40.37265291	0.714555617
40.36818759	0.781592313
40.27460181	0.694807303
39.84450815	0.32047035
39.9023316	0.717924811
39.84452328	0.592243942
39.4296885	0.323258438
39.75400995	0.678406309
38.61847736	0.442661416
39.71196542	0.79642121
39.75700265	0.886468794
38.85108629	0.551478138
37.22240299	0.27130935
39.38833747	0.66263574
38.014175	0.528514099
38.39200688	0.648071696
37.35279653	0.476792306
36.9288374	0.378787562
38.50175813	0.905749075
38.02113381	0.851627214
37.54670579	0.647050817
36.44190546	0.655299958
35.81695103	0.658223937
36.13757874	0.839967175
