44.2402	22.1114	3.0483	28.6411	0.6070	13.7752	3.6204	24.9197	2.9635
52.5083	23.1104	6.0363	32.2375	3.0010	11.8961	8.0248	15.8669	5.9329
53.1199	23.6539	9.0020	33.9406	4.6056	12.1467	12.5009	21.7356	9.2924
54.7621	24.6338	11.7643	35.3897	6.3021	12.9355	16.4461	16.4070	14.5669
55.8882	25.8444	14.3472	36.6387	8.0602	14.2788	20.3675	16.2334	19.3036
55.6330	27.3286	16.7241	37.8141	9.7531	16.2004	23.6779	26.6259	17.2148
56.0481	29.0131	18.9463	39.1670	11.2810	18.3066	26.5532	20.0197	25.0503
56.4280	30.7999	21.0774	40.6050	12.7959	20.5818	29.4703	22.2503	28.0274
56.3514	32.6945	23.1060	42.0551	14.3414	23.1113	32.1770	25.9879	29.6231
56.0006	34.6714	25.0370	43.5651	15.7925	25.4912	34.5214	33.9737	25.5388
56.8618	36.7140	26.8827	45.1925	17.1249	27.8678	36.9463	29.3595	35.1684
56.4144	38.8637	28.5843	46.8590	18.4290	30.6036	39.1013	35.5695	32.6297
56.6990	41.1143	30.1560	48.6499	19.6464	33.4091	41.0372	34.6258	39.1457
56.1150	43.4446	31.6260	50.4998	20.8194	36.3206	42.7660	39.0823	38.5607
56.2196	45.8061	33.0294	52.3793	21.8918	38.9468	44.3691	45.2742	34.0825
57.0487	48.1966	34.3732	54.3725	22.9209	41.7183	46.1208	43.1862	43.2458
57.5074	50.6441	35.5999	56.4160	23.8949	44.9048	47.8488	45.8960	45.8925
56.4050	53.1678	36.6514	58.4639	24.8098	48.1243	48.9678	51.1300	40.9747
56.0780	55.7383	37.6110	60.5762	25.6393	50.9228	49.9045	55.4075	38.3774
56.4714	58.3483	38.5233	62.7701	26.3850	53.9364	50.9387	55.2172	47.3175
55.8239	60.9810	39.3786	64.9791	27.1535	56.9017	51.8718	60.6072	39.8252
55.9743	63.6125	40.2008	67.1538	27.7831	59.6445	52.8065	62.7859	43.5973
57.0599	66.2575	40.9466	69.4058	28.3290	62.7025	53.8777	63.4802	51.0687
56.7235	68.9365	41.5284	71.7034	28.7757	65.8962	54.5341	68.9761	42.5967
57.1405	71.6329	42.0114	74.0704	29.1705	68.9951	55.0853	69.3375	52.5462
56.6832	74.3457	42.4551	76.4389	29.5952	72.2237	55.5506	73.1271	50.7749
56.3663	77.0648	42.8435	78.7965	29.9570	75.2493	55.9697	76.7808	43.8354
56.3829	79.7763	43.1980	81.1367	30.2243	78.0304	56.3965	79.3369	48.1680
57.6309	82.4824	43.5068	83.5025	30.4072	81.1333	57.0036	81.2895	54.7703
57.6241	85.2029	43.6632	85.8931	30.5310	84.6869	57.1868	84.7357	55.0211
56.7593	87.9339	43.6879	88.3058	30.6310	87.9892	57.0164	87.9088	51.7767
