44.7696	-5.1552	46.5159	-10.3295	39.9405	0.0018	52.9150	-9.0652	41.8668
46.0915	-2.3511	44.7281	-7.4864	36.0739	4.6702	51.6930	-3.5145	44.8246
46.6460	0.4563	42.5215	-5.1386	33.8208	7.4046	50.0410	1.9724	45.2561
47.2870	3.2521	40.4934	-2.5466	31.6845	9.9962	48.4959	0.3846	37.0690
47.9355	6.0851	38.6337	0.2026	29.6575	12.6346	47.0530	7.7090	41.3202
48.2033	8.8405	36.7400	3.0342	27.6598	15.2239	45.4263	6.6512	33.9370
48.0031	11.5786	34.8273	6.0076	25.6514	17.5984	43.6191	7.7154	28.5347
47.8590	14.4076	33.0391	9.0449	23.7418	20.0648	42.0546	16.2240	36.2415
48.0123	17.3369	31.4335	12.1818	21.9812	22.6326	40.7395	15.6148	28.6356
48.5253	20.3547	30.0307	15.4469	20.3467	25.3157	39.6296	16.9154	23.1573
49.0860	23.4158	28.7906	18.7194	18.8432	28.1799	38.6765	25.7129	33.5356
49.0881	26.4306	27.5012	22.0032	17.4271	31.0215	37.4621	25.1360	24.8966
48.6789	29.4443	26.1952	25.3805	16.0719	33.6873	36.1879	26.6105	19.1115
48.4134	32.5370	25.0515	28.7729	14.8281	36.3714	35.1636	33.5026	27.7276
48.6658	35.6921	24.0888	32.1899	13.7497	39.1502	34.3775	33.6581	18.1157
48.9878	38.8902	23.3006	35.6501	12.7800	42.0703	33.7518	40.3652	28.0458
49.5347	42.0871	22.6076	39.1053	11.9213	45.1191	33.2815	40.1999	15.9481
49.1825	45.2517	21.8352	42.5453	11.1030	48.1111	32.4403	46.6040	27.0903
48.8441	48.4252	21.0597	45.9861	10.3549	50.9872	31.6648	47.0745	15.3268
48.6534	51.6456	20.4199	49.4581	9.6860	53.8883	31.0484	52.6111	25.1232
48.7931	54.8939	19.9173	52.9413	9.1354	56.8239	30.6377	53.8085	13.8343
49.0435	58.1535	19.5751	56.4106	8.6737	59.7842	30.4057	58.3767	21.0843
49.6574	61.4049	19.2865	59.8398	8.2810	62.9696	30.2617	62.4867	26.7215
49.1942	64.6341	18.8751	63.2557	7.8863	66.1483	29.7611	64.7497	19.8355
48.9064	67.8697	18.4571	66.6952	7.5255	69.1148	29.3087	67.1810	12.2406
48.8646	71.1350	18.1610	70.1414	7.2174	72.1457	28.9829	71.7336	24.8513
48.8452	74.4102	17.9689	73.5882	6.9993	75.2075	28.8481	74.5021	18.8181
49.1756	77.6764	17.8962	77.0196	6.8565	78.2299	28.8641	77.2825	11.5085
49.5556	80.9301	17.8500	80.4473	6.7245	81.4130	28.9422	81.2215	24.4572
49.3070	84.1769	17.6916	83.8737	6.6174	84.6103	28.6869	84.0108	11.3153
48.8560	87.4358	17.5450	87.3213	6.5326	87.6423	28.4624	87.3996	18.2377
48.8271	90.7114	17.5010	90.7261	6.5092	90.6908	28.3635	90.7177	24.0141
48.9069	93.9882	17.5570	94.1576	6.5617	93.7399	28.4773	94.0983	11.5502
49.1527	97.2486	17.7338	97.6070	6.6643	96.7652	28.7045	97.2155	18.9950
49.5784	100.4960	17.9055	100.9850	6.7940	99.9631	28.9836	100.1860	25.0860
49.1781	103.7510	17.9671	104.4010	6.9200	103.1710	28.9318	104.0230	12.7425
